,0,1,2,3,4,5,6,7,8,9,10,11,12,13
26504,LOXL1,PDZK1IP1,LIPG,THEG,MBOAT1,FAM172A,C2orf81,KPNA5,SALL2,ENTPD2,LINC01273,TYW3,DPEP2,DLX1
26505,TRAV19,REXO5,PCDHA3,CRHBP,XPO7,TGIF2,WSCD1,CD300LF,RAPGEF4,USP3-AS1,PCP4L1,CYB561D1,LRRC23,LINC01537
26506,ANGPT4,SCARA3,AC024337.2,BX255923.2,IRF9,S100A16,LINC02068,PYGB,FHAD1,AC099524.1,AL136115.2,THOC3,THAP7,AL139020.1
26507,TRAV26-2,BEND5,AC021683.2,AC099560.1,AC009005.1,ZC3H4,M1AP,DICER1,YJEFN3,GABRG1,LYG1,TXNL4B,TBX2,IRX6
26508,RBM38,GDF15,AC107952.2,AC005154.6,ARHGAP45,KHSRP,CCL11,MDFIC,HPN,ITGB1BP2,AGRP,BAG5,PPP2R2B,MUSTN1
26509,KBTBD2,AC097460.1,IGLV1-40,SNX31,LEPR,TMEM161B-AS1,RPS6KL1,PIK3CA,AC080023.1,TRAV41,AL390835.1,RNF26,PCYOX1L,AC034102.6
26510,RECQL5,ACOX3,INHBA-AS1,ADCY1,DSP,ZFP91,ITLN1,NCOA6,ANKRD34B,SNX31,DRD4,CXCL13,MTFR1,HAGLR
26511,TM7SF3,SEPHS2,AC068189.1,AC108673.2,DOPEY2,TRAPPC2L,RXRG,RPAP3,BCO2,OVCH1-AS1,LINC00671,CDH3,ZNF28,TNNC2
26512,DARS2,IFT88,PLEKHH1,GABRE,IFT88,AIDA,FOXF2,SMAD5,HID1,MIR181A2HG,ATP6V1C2,POC1B-AS1,RORB,CMTM5
26513,MMGT1,NEFH,TMEM105,USHBP1,PLA2G4C,LY6G5C,AC016999.1,CBLB,AL021368.2,AC018754.1,LYPD6B,SLC22A16,TSPYL4,AC011498.1
26514,ARID3B,STAMBP,KCNJ5,GCOM1,TATDN2,RNF8,AL691403.2,POLI,AC104532.1,ARMC2-AS1,AL590560.1,SMKR1,RPE,KCNA2
26515,HSF2,DDX47,SCN4A,ZNF835,BARD1,TRMT10C,KCNJ5,TPD52L2,ADM5,OSGEPL1-AS1,CARD18,ZP1,EMC1,AL022341.1
26516,BIK,MFAP3,AC232271.1,MYOC,AC010642.2,ELMO2,AP000866.2,ZNF260,RGS11,CAMK2N2,FAM218A,TRAV12-1,BPHL,AC109322.1
26517,C21orf62-AS1,ATG2B,SPINK1,SLC9A5,WRNIP1,DNAJC30,C9orf152,PAN2,ABO,LTK,AC021739.4,FAM198A,CCDC117,EPM2AIP1
26518,TDRKH-AS1,PTGR2,AC055822.1,GNA14,FAM206A,AC104695.3,AL135818.2,LINC00877,FALEC,TRBV21-1,ISLR2,E2F8,ABHD18,ZDHHC16
26519,ZNF521,CNOT1,NPIPA8,KIR2DL3,RPRD1A,TMEM251,AC004834.1,CAPN12,MSX1,AC108673.2,GREB1,C6orf132,EXOG,EDIL3
26520,ABCG2,ETFDH,ZNF70,RBMS3-AS3,RAB39A,ABCD2,AL109811.2,MFSD2A,DLGAP4,THEG,DCD,HSD11B1,ABCD1,CNR2
26521,HSD17B8,NDUFAF1,LRP1B,AC051619.5,SNX33,LINC00954,AP000977.1,AGBL3,PADI4,GCOM1,TMEM74,AL359851.1,FAM173B,AC023509.2
26522,SPPL2B,BCL7C,TDRD10,PRKAA2,ZNF667-AS1,POC1A,AC093227.1,SLC25A42,CFAP20,LLPH-DT,KRT15,IL2,ADORA2B,AC130371.2
26523,STRADB,QRSL1,AC100812.1,CLDN4,DLX5,KDM4A,PF4,ANKRD29,DLEU2,CLDN4,AC106801.1,TRAV5,CBX8,AC004253.1
26524,RC3H2,LMLN,RNASE3,GABRG1,GTPBP6,PLEK2,HS3ST3A1,AC019197.1,AC004520.1,SPP1,AC104958.2,AC139720.1,SLC27A2,NTNG2
26525,INO80,CACNB4,AF196972.1,BMPER,WRN,P2RY1,AC005224.1,CACNA2D4,AC005363.2,PAN3-AS1,HAS2-AS1,AL138895.1,FRMD3,F2RL3
26526,SWT1,IL17RE,AL513314.2,RNF175,SNAPC3,ZNF490,IGHV1-69D,STAC,BRAT1,SLC26A7,LINC02478,AL121985.1,AC064805.1,AC090617.5
26527,MDC1,HINFP,RHEX,GXYLT2,MED7,ANO6,IGHV5-78,ATG2B,CEP76,TLX2,IGLV1-44,TRIM29,FAM92A,SEMA6C
26528,C9orf64,CDPF1,SPRED3,KLHL13,WIZ,POP1,POU2F3,WIPF2,AC136475.2,SRRM2-AS1,AL160313.1,JHY,DBN1,SEZ6L
26529,IL12RB2,KLHL15,AC026202.2,TTC25,UBN2,DCAF1,AC073046.1,KCMF1,ATAT1,MIA,HHIPL1,SLC38A6,GJC1,AC048382.6
26530,ACKR4,AC078883.1,AC092802.1,VSNL1,TMEM41B,POLR1A,LINC01336,PGBD2,NSMAF,KIR2DL3,ACOD1,SOS1,SLC39A14,AL137779.2
26531,SMAD4,TFR2,TRBV10-2,NAALAD2,TMEM216,CYB561D2-1,LRRC43,WDR59,C12orf66,AC096536.3,SPDYE2,PRRT3,SERPINE1,TRAV1-1
26532,ITGB5,FGFRL1,SCN11A,CLDN14,TMEM64,ELAC2,B3GALT2,NME7,CLYBL,LINC01150,ZNF860,POC1B-GALNT4,SRSF1,AC011447.3
26533,TDRKH,CFLAR-AS1,TRIM9,SMOC1,LINC02001,ZNF316,AL021068.1,SCAF8,HIRA,RHBDL2,AC090607.5,NXF1,QTRT2,AC005498.3
26534,SNX12,EXO1,C2CD4B,SLC26A7,LMAN1,TDRKH,AL928921.2,ANGEL2,FAM76A,AC105285.1,AL354707.2,SOX15,PPIL2,AC007038.1
26535,HOXD8,CHDH,PRTG,CREB3L1,DDX55,NAT1,TENM2,ALG9,CLCF1,KIAA0895,AC022306.2,N6AMT1,KBTBD2,PLS1
26536,CHEK2,C1orf56,AL035701.1,AL020996.1,RARG,C1orf53,C11orf53,TMEM104,AC012313.1,MIR210HG,LINC00636,ZNF124,PRKCI,ABHD14A-ACY1
26537,AKAP8,GSTCD,BX539320.1,SLITRK2,SEC24B,DLX2,CCDC36,AC008124.1,ZNF607,PPBP,PROSER2,SNX18,HMG20A,AC092117.1
26538,TXLNA,SART3,TMEM200C,AC007365.1,AC005261.1,EMG1,SCN11A,ANKMY1,AL162414.1,CLDN14,FAM83A,C12orf73,RBM27,TEX14
26539,CRTC2,ZNF19,FUT2,PAN3-AS1,METTL2B,AL391832.3,AL109917.1,CEP41,HAS3,ASPG,IGHV3-43,KCNJ2,CAMSAP1,KIF24
26540,PSMB7,HSPA12A,SPIN2A,AC096536.3,KITLG,PLCH2,AL035252.3,CLCF1,PNOC,BACE1-AS,GML,TRBV12-4,REXO1,AC002091.1
26541,ZNF71,ZNF236,PF4,LINC00473,HS3ST1,RFX7,IGHV3-11,SPAG1,KLHL3,TMPRSS4,AC010327.4,CACNA1C,CDYL,AC123595.2
26542,P4HA2,OPCML,PYDC1,LINC01615,FBLIM1,PAPOLG,AC100812.1,IGHM,TGFB2,CEBPB-AS1,LINC00941,MISP3,ENGASE,AL928654.3
26543,LLGL1,MDFI,IGKV1D-39,SPP1,PIK3AP1,FBXL17,LINC01558,NID2,SLC14A1,KNDC1,AL732314.6,KIF9-AS1,HERC2,LRRC10B
26544,ZNF584,CCDC173,CCDC36,CR2,BTBD2,EEF1AKMT2,AC092802.1,PDF,LRRC34,CR2,AL672277.1,XPNPEP2,TFDP2,FNDC11
26545,ZNF614,PLCB4,LRRC8E,IFITM10,PLEKHM3,RANBP6,PDE6H,AOC3,AL139220.2,SPATA17,LINC00106,C6orf223,FBXO33,NAPSA
26546,HSPBP1,DSG3,AL353596.1,DCAF4L1,CDCA4,ZNF66,TAS2R20,IL1RL1,AP001062.1,HASPIN,AC136475.7,AL035446.1,DCAF1,AC080038.1
26547,CRYBG2,TDRP,AC093227.1,C17orf82,HINT3,MALSU1,AL391244.3,ARV1,AC096677.1,TMEM9B-AS1,MYH7B,AC073352.2,PURA,MYCBPAP
26548,KIF4A,SLC16A2,KCNIP2,ANO7,TRAPPC6B,TYSND1,C4orf46,A4GALT,WISP1,KLF1,AC079174.2,FAM30A,CXCL10,AC069148.1
26549,SNX10,AC020743.2,FOXF2,CAMK2N2,MFSD8,SMUG1,FKBP2,PLAGL1,PTPRU,BHLHE22,AL645941.2,HEY2,KLHDC8B,DOK5
26550,ECT2,PCDH1,LINC01481,ASPG,MTR,HEMK1,ZNF747,ABHD3,SHC2,MIR646HG,SLC13A3,RBM14-RBM4,GPRC5C,AC008676.1
26551,PSMB4,ACKR1,RPS6KL1,TMPRSS4,THAP5,SMOX,CLSTN3,ACOX3,AL359636.1,MARCOL,PCDHB13,HCAR1,FKBP9,AL157373.2
26552,TRUB1,LINC00092,AP3B2,TEX2,ACRBP,NCDN,BOLA2B,JADE1,PAX5,HIST1H4K,SERPINI2,AL035413.1,IGSF3,TRBV15
26553,RHBDD3,ANKRD65,WNT3A,ARV1,SLC25A26,CEP250,PEX7,GTF2H2,PRSS3,SLC35G5,AC110995.1,WDR62,PRELP,TRBV6-6
26554,TTLL5,ORC1,ELAVL4,AC040162.1,S100A3,THAP11,KCNK5,MAK16,IGHA1,USHBP1,PHEX,AC069185.1,NR2F2-AS1,PADI6
26555,OBSL1,AC234772.2,TAS2R30,TTC26,SMIM10,TBX19,AL118506.1,MFSD3,B3GNT7,VSNL1,AL022069.1,EHD3,IL17RC,RFPL1S
26556,FP565260.1,GPR161,IGLV1-47,UBN1,PGM5,CYP1B1-AS1,SULT1A3,SLC30A6,ARMC9,RAD23B,AC139749.1,FAM53A,MET,PTOV1-AS1
26557,CCDC30,SHE,IGHV5-78,TGIF2,TDP1,MTHFD2,FBRS,CEP295,LINC00384,TMEM170A,EMG1-1,AL161935.3,INTS8,LINC02587
26558,PHYHD1,KRT86,PCDHGA12,GRAPL,TNFAIP1,ISL2,THSD8,AACS,PDE1C,ORC5,AL390294.1,TRIM16L,KDM1A,AC011416.3
26559,MANSC1,ARSJ,AL691403.2,AP000695.2,PTRH1,TMEM191B,MAPK10,PRR16,PCDHB15,AC011043.1,AC104699.1,CPB1,GTPBP2,TXNRD3
26560,EMILIN1,PDE9A,TAS2R20,GPRIN1,KIAA1841,NLRP2,DNA2,SPDL1,TSPAN10,ATP2A1-AS1,ARSI,TMEM121B,FANCA,AC240565.1
26561,GTF2B,IGF2-1,APOC4-APOC2,CLEC12B,AK1,VWF,HOXA3,EGFL6,IL13RA2,SORBS1,DLG2,DLG3,PDK2,AC134981.1
26562,DCUN1D1,LINC01727,AC099489.1,LOH12CR2,CDK12,TBCE,EPHA1,ABI3BP,FGF1,KIF4A,DIO2,DDN-AS1,COASY,AC106897.1
26563,DHX35,RIPOR3,PDE6H,ZNF547,NREP,AFF3,AL590648.3,SH3D19,AL355816.2,TSPAN17,AC090651.1,CABCOCO1,AC103702.2,ETNK2
26564,AC096667.1,HMCN2,AC104051.2,AC104825.1,CALML4,CCDC66,LINC00309,ID4,IRF6,COP1,FAM87B,PER2,UAP1L1,GTSE1-DT
26565,POLR1A,TMEM79,COL8A1,SYT1,TNFRSF8,CXCL10,NPHS1,LIMCH1,ADAMTSL1,ASB3,WNT2,ECI1,NDC80,GAS6-DT
26566,TMTC1,CBR4,NPTXR,CDC42EP5,OLFML1,GBA2,HSPB7,AL121748.1,TRPC4,NF2,PTPRZ1,KDM4A,RARA-AS1,LGALS8-AS1
26567,THNSL1,CXCL10,DCST2,AC003681.1,ZCCHC2,MYOF,WDR11-AS1,JSRP1,MCOLN3,TGDS,KRTAP16-1,NRIP2,AL050341.2,DRAXIN
26568,KDELC1,PECR,LINC02577,TNFSF15,XRCC4,TP53I13,SLC47A1,SULT1A1,AL109955.1,CHIC2,KLK7,DCN,LINC02273,CDR1
26569,TNS4,ALS2CL,AC090844.2,MME,DVL1,ZFYVE19,LINC02576,NCK2,ZNF772,SLC35A4,IQUB,AL390728.5,MAGEA9B,PODNL1
26570,RNF157,LRPPRC,POU2F3,NRSN2-AS1,TBC1D20,SAMD10,LINC02541,APH1B,ALPK2,STRIP1,AC079322.1,TRDC,CNOT3,LINC01670
26571,PTN,STK26,TJP3,OPRL1,PURA,DENND6A,SPAAR,NDUFAF5,SYN2,SPATC1,LIM2,BMP1,LYRM4,ANOS1
26572,TTF2,ZMYND15,LINC01948,TRIM38,SUSD1,ZNF707,AC025171.4,CBFA2T2,LINGO1,TNFRSF13B,AC079601.1,MSRA,NUDCD1,TRIM45
26573,DDIT3,AC138969.1,AC027117.2,AL356512.1,ACOT2,AC243829.4,AC004846.2,INPP5E,AC104118.1,ADPRHL1,UBE2F-SCLY,TTC27,VPS50,BX322234.1
26574,MLST8,BPHL,AC004832.6,ZNF473,CABIN1,SRM,AL133523.1,ZC3HC1,ARHGEF28,U73166.1,AP001107.9,TMEM147,ANKRD55,AC007728.1
26575,TAF4B,GBE1,CCL11,AMER1,XPNPEP3,AURKB,ITIH1,AL662844.4,PNMA3,AC087286.3,AL359921.2,TFR2,ITGB5,SPATA3
26576,AC021028.1,KCTD5,M1AP,AC007686.3,MASTL,TTC4,RDH12,AC006504.5,B3GAT2,CENPI,SLC19A3,LINC01684,PPM1L,IQCD
26577,CLSTN2,SCAMP1,TENM2,FGF18,AC009506.1,PLA2G2A,LRP4-AS1,ASRGL1,AL031728.1,IL17B,AP001160.1,AL139011.1,ADPRH,AC090198.1
26578,SFRP2,AC144831.1,HSD11B2,MLC1,LAMB1,HLA-DQA2,MYLK4,FZD4,AL078639.1,AC091564.6,AP002812.5,AC006254.1,POLH,LINC02289
26579,INIP,WRB,C2orf81,CXorf56,TMEM236,AL033527.5,AC008556.1,ARAP3,CASC1,LINC02422,AC135050.2,MYOM1,STX2,ZDHHC11B
26580,CCNB2,ARHGAP35,C11orf53,LLGL2,ARHGAP12,KPNA6,MATN3,CLIP3,SRSF12,AC104365.1,LEXM,SERPINB3,GATB,AL359834.1
26581,SEMA4C,NUMBL,NLRP6,AC004812.2,SNTB2,PIGV,AC007993.3,MED18,TRAV30,NPW,SCG3,TRBJ2-7,GCN1,AC108471.2
26582,TSTD3,ZNF689,FAM215A,PLCXD1,DCAF1,AHCYL2,AL136320.1,AC068888.1,GLDN,TRAV2,LINC01624,IGFL2,LINC00426,RPGRIP1
26583,APLF,ANKIB1,C10orf105,AC073934.1,ADAP1,PRPF39,NIM1K,WISP2,CDKL2,ZBTB20-AS1,AC004556.1,CACNB2,MBOAT1,AC015819.1
26584,EPS8L1,NPRL3,MYL3,AC007613.1,TMEM200A,KMT5C,AL031281.2,UBE2C,PABPC5,C9orf47,PCDHGA8,BOLA2,FAAP100,AC009118.3
26585,HRCT1,TDRD3,AL031123.1,URI1,ELAC2,SP2,AC027097.2,RAB3GAP2,GPR19,AC011611.3,AC105345.1,PPP2R3B,TP53,KL
26586,MEG3,AC009113.1,TACR2,MINDY1,MED6,FEM1B,TRBV5-5,NUS1,SPDL1,ZNF280B,AL589843.1,AOX1,KRT14,AC020743.1
26587,LGALSL,ARHGEF7,C9orf152,C9orf47,KRT14,MARCH2,MYOZ1,ARL13B,SHARPIN,AC092910.3,AC090527.3,AR,ZNF366,AL158850.1
26588,IFT74,AC090825.1,CDH15,GIPC3,FBXW9,EME2,FOXD4L1,CPTP,RFX7,AL354696.2,LCN12,CHRM3,DPCD,CLEC18A
26589,CCNO,CCDC120,ITLN1,AC005264.1,ZDHHC8,AC078883.1,AC027682.2,TCP11L2,NEURL4,ONECUT2,CPA3,AL121658.1,PDIA5,KDM4A-AS1
26590,PRPH,RAI1,C8orf48,CYP19A1,ZCCHC3,RGS3,ZNF625,VKORC1L1,METRN,MTCP1,SCYGR4,EXO1,GNG4,HSF2BP
26591,PDE3A,GPR153,AC006116.8,SLC16A8,LSM14B,SMIM26,SEC16B,CASTOR1,CCDC30,LGR6,TMEM262,TRAV12-3,ANK2,HIST1H2BI
26592,LINC01011,C7orf31,AL355512.1,SPINK13,RRP36,HIST1H2AK,TRBV25-1,FASN,AL356488.3,AC125611.3,SLC5A5,AP000692.2,ANTXR1,C1QTNF5
26593,ERG,DNAL1,AL035252.3,KIF7,SLC25A29,FLT1,CDC42BPG,MARCH6,ATP11B,LINC01362,AC120053.1,AC107871.1,AC015819.2,C1QTNF12
26594,CEP85,CCDC106,AC002066.1,KIF17,S100B,LINC00847,DNAJC6,ZNF605,UBXN10-AS1,AC092295.2,CCDC168,ZNF76,ING1,CACNA1I
26595,PRKAG2,LINC00544,B3GALT2,AL354892.2,MTERF3,GPR158,ZFP2,IFT80,TBC1D13,KIF18B,AC104984.3,FAM13A-AS1,CEP135,AC105052.3
26596,AC005261.1,HIST1H2BD,FAM110C,NOX4,EIF3J-DT,IL27,MCMDC2,TPBG,KIAA0586,AC114811.2,PABPC4L,EXO5,ING5,AL589765.7
26597,SNHG19,AC008750.8,C17orf64,DCLK2,AL136454.1,SLAMF9,CNTFR,LANCL2,CEP83,SCNN1B,AP002986.1,NAT10,ALDH1A1,EME1
26598,RIC8B,STAP1,KCNA5,ALDH3B2,AMBRA1,SIRPD,AC096577.1,ADCY4,MXI1,KIF17,SLC5A10,MGAT2,GIGYF1,CLEC4F
26599,ZNF514,LGALS9C,FOXF1,CERS3,FN3KRP,ARIH2OS,CCDC74B,CEP131,ELOA,SLC29A2,AC108002.1,FAM151B,IKZF5,AC087164.1
26600,ZNF230,THSD1,AL160272.2,EIF5AL1,GEMIN7,PJA2,MMP2-AS1,METTL2B,RTN4IP1,ALDH3B2,PKD1L1,CCDC32,PGAP2,KIR3DX1
26601,TMEM230,MED12L,LINC00958,LINC02422,LILRB5,AL450998.2,KCNK17,TSTD3,DUSP18,U62317.3,WNK3,STYX,AP001816.1,BVES
26602,HIST1H4I,ABCA10,FAT2,LGR6,FAM229B,MASTL,OSBP2,TANC1,ZFYVE27,AL591806.3,AC119403.1,RFX7,ZNF766,AC004816.2
26603,KIAA1324L,ANAPC2,MCHR1,BMX,SDSL,TTI1,SFTPD,FRMD6,MAVS,ANKRD23,AC022400.1,UBR7,SOCS6,RELN
26604,FAP,KCTD17,CSAG3,AC114811.2,PLA2G15,MTHFD1L,TRIM71,EPHA3,DDX31,AL162431.2,CD5L,PIDD1,TEAD2,AC015922.4
26605,FBXL16,TMEM208,NKD2,AL359541.1,UBQLN4,CMKLR1,UNC79,PLAT,FOXJ2,AC005264.1,AC016394.2,MRM2,AL139384.1,AC138035.1
26606,DMTN,PFAS,SLC18A2,LINC02285,RBSN,IARS,AC000403.1,SEMA4C,LSS,LINC02285,STX16-NPEPL1,MKLN1,EFEMP1,SOX17
26607,KIR2DL1,OPA3,AP000977.1,ZBTB48,GRPEL2,C12orf4,FAM131B,TGDS,NOD1,GIPC3,AC015712.1,ZNF621,AMOTL2,SEMA3E
26608,PSMC3IP,LINC01117,IGHV1-69D,AL162431.2,PEX19,MBOAT1,SPTLC3,BAG1,TNFRSF10B,AL096678.1,AP001437.1,ZNF574,KPTN,AC009690.2
26609,HIST1H2AH,CBLN1,AC127024.5,KLK11,SIK1B,SMAD7,LRP4,PTPA,LINC01133,AL021707.7,RAPSN,FKBPL,LINC00539,LIFR-AS1
26610,AC007406.3,FGF18,NRCAM,CASP14,DDX23,DCLRE1A,AL162311.3,ETV3,STXBP5-AS1,CASP14,AC126178.1,NPAT,ZNF865,STMN2
26611,PRAME,EDN1,CHADL,IVL,PDLIM2,RETREG1,DES,DAG1,DNAH6,C20orf202,IRGM,PLEKHB1,PCSK5,AC116667.1
26612,NOVA1,TRAV38-2DV8,IGHV3-11,FAM180A,TOGARAM1,C2orf76,KIAA1755,BABAM1,TRBV11-3,AC091132.5,AL139393.2,FOXQ1,DKK3,AL122035.1
26613,SRPX2,AC087477.2,C9orf106,ZNF165,BOLA1,RRNAD1,DNAJB5-DT,RBM19,NMNAT2,BNIPL,MCF2L-AS1,ZFPM1,DHX33,LINC00654
26614,OSBPL3,HMCN1,RXRG,ADPRHL1,RHOT2,TLDC1,FLRT3,PI4K2B,PRKN,IVL,TRGV5P,LINC02019,LIMK2,IVD
26615,TRMT5,TRAV3,WSCD1,SH3BGRL2,HLA-DOB,RPS6KC1,GPR87,ERO1A,AL162586.1,TRBV12-5,AC091808.1,ANGPTL1,FOXO1,NBPF14
26616,CCDC85C,MIOX,AC013400.1,C20orf202,KCNQ2,CD2AP,AC022098.3,AC118549.1,LRRC49,AL512625.1,AL391650.1,CDKN2B-AS1,NUDT16L1,MIATNB
26617,ZNF606,PLPPR4,AGPAT3,IL17B,SEMA3C,ASPHD2,IGHV3-30,AL451062.3,TMEM163,AL354892.2,NKX3-1,AC007613.1,TFB1M,RALY
26618,NECTIN3,RUNDC3A-AS1,AP001062.1,FGD1,SORBS2,AC105020.6,AC137630.3,XPO7,JADE3,ACBD7,AL353593.2,AC136475.3,CCDC92,GLI2
26619,KANK1,TACC2,TSPAN10,INSM1,C15orf61,SAMD12,CDRT4,CHAF1B,BNC2,RHOV,TRAV40,TNFRSF19,FAM213B,WDR17
26620,CETP,TRBV6-1,LINC00384,ONECUT2,CDK7,TLR7,SHROOM2,AURKA,BCL2L14,PPP1R26-AS1,AL606760.3,TRBV9,GDAP2,AC104109.2
26621,CAP2,CYP4B1,ABHD17B,AC104365.1,PDCL,TGFA,SLC26A9,CCR8,COCH,ST3GAL5-AS1,AC005046.1,ANKLE1,CD200R1,AL356020.1
26622,EGLN1,TFAP2A-AS1,AC093635.1,AL354696.2,SNX24,UBTF,TMEM198,DIABLO,MIPOL1,BMX,FAM166B,SYT17,GLCE,AC027031.2
26623,CCL14,MRPS14,SLC38A11,VASH2,TMCC3,FAM214A,PCDHB2,PTPRG,VANGL2,LINC02416,TYRO3,LINC01281,OXA1L,ALS2CR12
26624,TUBGCP4,ZNF419,SLC25A53,RHOV,AKAP10,SLC29A3,AL121987.2,WDR3,TSPAN8,CERS3,KCNK2,AC024909.2,AC017002.3,ANKRD31
26625,ZNF100,HIST2H2BE,GGH,SLC29A2,THUMPD3,MRPS28,ETV3L,NR1D1,TXNDC5,AL592148.3,FAM167A,AOC1,PDE6B,AC010624.3
26626,DPY19L4,RANBP9,KANK1,NPW,LIAS,PERP,TBC1D8-AS1,SPRED2,ADAMTSL5,INSM1,AC109449.1,WDR92,CPOX,MORC2-AS1
26627,MAPK11,ZMAT3,TBC1D24,ADAMTS7,TK1,SUFU,MACC1,DOK1,BCL6B,SPINK13,SLC2A14,AC074032.1,PIGW,ERICD
26628,BTBD8,KLHDC1,OAZ3,LRRC75B,RANBP10,TOPORS,SAPCD1,FNIP1,TMEM30B,KLK11,TMC7,AC008915.2,APOBEC3D,AL512353.1
26629,KIF15,AP006621.3,AC092279.1,AC091564.6,LPAR1,MTRF1,AP001453.1,BRI3BP,ZNF497,ZNF274,AC099518.1,ZNF45,TRPC6,CECR2
26630,FAM76B,MTA1,AC096992.2,LINC01362,XPOT,SZT2,CTF1,LINC02001,AL441883.1,TMPPE,TP53TG5,GK5,TNFRSF11A,AC084337.2
26631,TMEM38A,IRF2BPL,AC108673.3,TRIL,COQ8A,SLC22A15,TMEM171,GANC,CENPS,MYLK-AS1,SAMD13,CDYL2,ANGPTL2,CASC15
26632,ABHD11,ELMOD2,ZNF726,POU5F2,CYTH3,AC073611.1,SH3TC2,HACD2,SIGLEC15,TBCE-1,TRBV7-4,ABCB10,CIP2A,AL590999.1
26633,CSAD,TMCO6,HES6,TSPYL5,ANAPC4,SLC12A5,AC007920.2,IRF9,PRRX2,ALG10B,TAS2R4,SLC9A6,CDK5RAP1,HIST1H3E
26634,DDX31,ZGRF1,SEMA3B,TRGV4,SLC16A5,SND1-IT1,PXDNL,PNO1,AC126755.2,TCEANC,AC011462.1,PPME1,STT3A,AC009283.1
26635,ANGEL1,ZNF528,AC093525.6,FBL,KMT2D,LRRC45,ADGRG2,AMMECR1L,AL356488.2,MAP3K4,ALOX12B,GAA,KDM1B,AC012645.1
26636,C12orf66,AC007032.1,IDH1,CENPBD1,SLC48A1,TRAV13-2,Z97989.1,GPD2,RANBP17,GALT,IGLV3-21,ARAF,TMEM185B,DNAAF1
26637,PCGF2,ASB7,SNUPN,CCNA1,PFN2,DEPDC1B,SORCS2,ZHX1,AC063977.6,AL136454.1,CCDC178,LIMD1,RAD51D,TMEM51-AS1
26638,MYOM2,L1TD1,KCTD17,LSR,TEX41,DDX60,IGHV3-23,IPPK,ALDH1A3,NOMO1,MTTP,MRPS2,WDR60,C10orf91
26639,BLK,ZNF532,CBARP,MUC20-OT1,FAM20C,IGF2R,ZNF774,UBOX5,CLCA2,CEP120,AP005329.2,GATD1,SLC25A40,BMP6
26640,TRBV7-9,PHLPP1,AL136131.3,CCDC9B,LINC02202,TINF2,SPATA18,SLC2A9,FLNC,HSPB11,RNF165,CXCR1,KMT2C,CHRNA6
26641,OR4D1,ZSCAN30,AC138356.1,BCO2,CAVIN2,ZNF749,AC107959.3,TNXB,CSAG1,AC104695.3,LINC00520,AL117335.1,PET117,SCHIP1
26642,LRRN4CL,AL049869.3,ZNF709,COL4A3,CXCL9,MSANTD4,EFCC1,HIST1H2AM,TSPAN11,ATP10D,CCDC62,DIRAS2,EFNB1,C10orf25
26643,AKIRIN2,HLX-AS1,GPR135,LINC01465,MYLIP,INTS12,MUCL1,AC058791.1,PHKA1,VPS37C,LGALS4,AMPH,ZNF786,AC103706.1
26644,ASRGL1,ERG,KCNMB3,AC073335.2,RFX1,CFAP298,AC008115.4,ZNF667-AS1,AL645933.2,RBBP4,AC090229.1,TRAV1-2,CYR61,GNG8
26645,CCDC124,EPOR,OXT,CABYR,EGLN2,CYP27A1,PRDM16,RAD51AP1,LRRC37A3,CEP104,CELF4,AP003716.1,SLC16A5,IDI2-AS1
26646,COMMD5,B3GALT6,AC010624.3,ADM5,TSHZ3,TCAF1,SPDYE16,DLX5,USP2,NOL6,ADRA1A,RIMS3,FAM98A,AC006480.2
26647,NUDT17,CLIP2,SNPH,FHAD1,DDHD2,SLC26A2,MST1R,HIST1H2BH,AC008691.1,HECTD4,RASSF10,AC037459.3,FEM1C,ZNF709
26648,SCYL2,TRBV7-2,GAREM1,HPN,ZNF621,AC040970.1,ADAMTS13,ST6GALNAC3,SLAIN1,LINC02384,AC020978.5,C17orf100,COX18,GSTT2B
26649,IFT81,RNASEK-C17orf49,WDR97,NEB,GCSH,AC005332.5,LAMC3,SLC9A3R2,HSPA4L,TRMT1L,AC092435.1,SLC46A1,SFXN5,KLHDC9
26650,APOBEC3B,SOX12,AC083843.3,TPO,LINC01184,ACSL6,SAXO1,SLC39A9,TTC30B,ISYNA1,AC036108.2,STEAP2,SLC30A9,AC104078.1
26651,FAM98B,AP003774.4,LINC01560,AC023055.1,ITPRIP,C2orf42,DPF1,CLSPN,ZNF417,SNX27,NRTN,AMDHD1,ELMOD3,OXT
26652,DHDDS,MAGI3,LINC00346,ZC3H10,TECPR2,TRDC,AC040977.1,L3MBTL2,KREMEN1,VAMP4,SOGA3,AL034549.1,URI1,AC093297.2
26653,CUL7,DHRS12,AL355581.1,GALNT11,SLC49A3,CLEC1A,B3GNT4,NDST2,DDTL,SNRPD1,BEND4,MAMLD1,GLE1,SLC23A3
26654,CUL4A,GATAD2A,AC027031.2,FMO4,TMEM220,IDO1,PXT1,C16orf58,SEMA3G,TMLHE,AC011611.4,KATNB1,PANK4,LINC02193
26655,INTS6-AS1,ZNF670-ZNF695,FZD10,AC025181.2,PEG10,NAPA-AS1,KRT80,SLC19A2,BICD2,TRMT61B,IGHV4-34,DCAF17,ELP1,AGT
26656,ENTPD5,RPH3AL,PROC,LINC00665,EIPR1,AC026979.2,GNAZ,PLEKHA5,DR1,ATP6V0D2,PCDHGA11,TRAPPC8,PCNX2,TRAV34
